input,inference
"FDA Warns Cyberonics on Manufacturing CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant that makes its sole product, an implantable device to treat epilepsy, the company said on Monday.",".yadnoM no dias ynapmoc eht,ypselpi taert ot ecived elbatnalpmi na,tcudorp elos sti sekam taht tnalp notsuoH eht ta seitilibarend gnirutcafunam fo ;tg&A/;tl&O.XBYC;tg&""etouqlluf/ofnikciuq/skcots/=tegrat O.XBYC=rekcit?xpsa.etouQlluF/moc.sretuer.rotsevni.www//:pt"
"Bush shields shrimp industry The Bush administration yesterday said Chinese and Vietnamese shrimp are sold at unfairly low prices in the United States, siding with US fishermen as they try to fend off overseas competition.",".noititepmoc saesrevo ffo dnef ot yrt yeht sa srehsif SU htiw gnidis,setatS detinU eht ni secirp wol yltnelufnu ta dlos era tsacwac esenihviV dna esenihC dias yadretsey noitartsinimda hsuB ehT yrtsudni niac sdleihs hsuB"
Oil Prices Edge Below #36;49 a Barrel (Reuters) Reuters - Oil prices edged below #36;49 a barrelon Wednesday as traders looked ahead to an expected build inweekly U.S. inventory data that would help bolster the thinsupply cushion ahead of peak northern winter demand.,.dnamed retniw nrehtron kaep fo daeha retsoob ylppusniht eht retslob pleh dluow taht atad yrotnevni.S.U ylkeewni dliub detcepxe na ot daeha dekool sredart sa yadsendeW nolerrab a 94;63# woleb degde secirp liO - sretueR )sretueR( lerraB a 94;63# woleB egdE secirP liO
"Knicks: Crawford hits the one that counts The old axiom is that it doesn #39;t matter how many shots you miss; if you #39;re a shooter, you have to keep shooting. Jamal Crawford missed 21 shots against the Atlanta Hawks last","tsal skwaH atnaltA eht tsniaga stohs 12 dessim drofniaC lamaJ.gnitoohs peek ot evah uoy,retoohs a er;93# uoy fi ;ssim uoy stohs ynam woh rettam t;93# nseod ti taht si muoihca dlo ehT stnuoc taht eno eht stih drofniaC :skcinK"
Australia embraced by Malaysia at ASEAN summit TONY EASTLEY: For years Malaysian Prime Minister Dr Mahathir blocked Australia #39;s closer involvement with the ASEAN group of nations.,.snoitan fo puorg NAESA eht htiw tnemevlovni resolc s;93# ailartsuA dekcolb rihtahaM rD retsiniM emirP naisyalaM sraey roF :YELTSAE YNOT timmus NAESA ta aisyalaM yb decarbme ailartsuA
"Terms of Endearment Seems that the Bush administration, unlike previous White Houses, is not necessarily averse to allowing its ambassadors to have second tours. For example, word is that John Thomas ""Tom "" Schieffer, the Texas oilman who brought President Bush into the Texas Rangers baseball club partnership and who is now ambassador to Australia, is to hang out in the Pacific a while longer, this time as ambassador to Japan.",".napaJ ot rodassabma sa emit siht,regnol elihw a cificaP eht ni tuo gnah ot si,ailartsuA ot rodassabma won si ohw dna pihsrentrap bulc llabesab sregnaR saxeT eht otni hsuB tnediserP thguorb ohw namlio saxeT eht, reffeihcS "" moT"" samohT nhoJ taht si drow,elpmaxe roF"
"Cause of Indonesian Plane Crash Probed (AP) AP - Investigators picked through the wreckage of an Indonesian passenger plane that crashed in stormy weather, killing at least 32 people in the county's worst air accident in six years.",".sraey xis ni tnedicca ria tsrow s'ytnuoc eht ni elpoep 32 tsael ta gnillik,rehtaew ymrots ni dehsarc taht enalp regnessap naisenodnI na fo egakcerw eht hguorht dekcip srotagitsevnI - PA )PA( deborP hsarC enalP naisenodnI fo esuaC"
"Landslides, floods kill nearly 340 in Philippines MARAGUNDON, Philippines -- A powerful rainstorm triggered landslides and flash floods that killed nearly 340 people in the eastern Philippines, officials said yesterday, and rescuers raced to save those stranded in three coastal towns before a typhoon strikes the hard-hit region.",".noiger tih-drah eht sekirts noohpyt a erofeb snwot latsaoc eerht ni dednarts esoht evas ot decar sreucser dna,yadretsey dias slaiciffo,senippilihP nretsae eht ni elpoep 033 ylraen dellik taht sdoolf hsalf dna sedilsdnal detavirra mrotsniar lufrewop A -- senippil"
"#39;Throttle #39; viruses with software Early next year, the computer maker will begin selling software designed to slow the spread of viruses from its ProLiant servers and ProCurve networking equipment, an HP executive said on Tuesday.",".yadseuT no dias evitucexe PH na,tnempiuqe gnikrowten evorCorP dna srevres tnaiLorP sti morf sesuriv fo daerps eht wols ot dengised erawtfos gnilles nigeb lliw rekam retupmoc eht,raey txen ylraE erawtfos htiw sesuriv ;93# elttorhT;93#"
Eurostocks Nudge Up on Ericsson PARIS (Reuters) - European shares nosed up on Wednesday as Ericsson gained on news it had won part of $4-billion Cingular deal and with Glaxo buoyed after Pfizer affirmed its outlook.,.kooltuo sti demrifnoc rezifP retfa deteeb oxalG htiw dna laed ralugniC noillib-4$ fo trap now dah ti swen no deniag nosscirE sa yadsendeW no pu denaes serahs naeporuE - )sretueR( SIRAP nosscirE no pU egduN skcotsoruE
Bettman stands firm in dispute NHL commissioner Gary Bettman has again dismissed proposals by the players #39; union for a luxury tax as the sport #39;s lockout continues.,.seunitnoc tuokcol s;93# trops eht sa xat yruxul a rof noinu ;93# sreyalp eht yb slasoporp dessimsid niaga sah namtteB yraG renoissimmoc LHN etupsid ni mrif sdnats namtteB
"Pentagon #39;s death toll in Iraq rising WASHINGTON - November was the bloodiest month for US troops in Iraq since April, with at least 135 losing their lives and more than 50 falling in the two-week battle to evict insurgents from Fallujah.",".hajullaF morf stnegrusni tcilce ot elttab keew-owt eht ni gnillaf 05 naht erom dna sevil rieht gnisol 531 tsael ta htiw,lirpA ecnis qarI ni spoort SU rof htnom tseidoolb eht saw rebmevoN - NOTGNIHSAW gnisir qarI ni llot htaed s;93# nogatneP"
"EU to Pursue Legal Action Against Greece BRUSSELS, Belgium -- The European Union #39;s executive commission said Wednesday it would open legal proceedings against Greece for its sloppy bookkeeping and underreporting its budget deficit by billions of euros between 1997 and 2003.",".3002 dna 9791 neewteb sorue fo snoillib yb ticifed tegdub sti gnitroperrednu dna gnipeekeob yddis sti rof eceerG tsniaga sgnideecorp lagel nepo dluow ti yadsendeW dias noissimmoc evitucexe s;93# noinU naeporuE ehT -- muigleB,SLESSURB eceerG tsniagA noitcA lagel eusruP ot UE"
"Unprotected PCs Fall To Hacker Bots In Just Four Minutes The lifespan of a poorly protected PC connected to the Internet is a mere four minutes, research released Tuesday claimed. After that, it #39;s owned by a hacker.",".rekcah a yb denwo s;93# ti,taht retfA.demialc yadseuT desaeler hcraeser,setunim ruof eserf a si tenretnI eht ot detcennoc CP detcetorp ylprahs a fo ecnailliv ehT setuniM ruoF tsuJ nI stoB rekcaH oT llaF sCP detcetorpnU"
"Stocks to Watch on Dec. 1 NEW YORK (Reuters) - U.S. stocks to watch on Wednesday: IBM CORP. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt;: The computer maker said it sealed deals worth more than $1 billion in new work with two European companies from which the information technology company just acquired two Danish services providers.",".sredivorp secivres hsinaD owt deriuqca tsuj ynapmoc ygolonhcet noitamrofni eht hcihw morf seinapmoc naeporuE owt htiw krow wen ni noillib 1$ naht erom htrow slaed delaes ti dias rekam retupmoc ehT :;tg&A/;tl&N.MBI;tg&""etouqlluf/ofnikciuq/skcots/=tegrat N.MBI=rekcit?xpsa.etouQ"
"After the X Prize Just weeks before the historic second flight of SpaceShipOne -- a trip that won him the $10 million X Prize -- Burt Rutan, the ship's designer and builder, sat down for a chat with Wired magazine. Here's what he said.",".dias eh tahw s'ereH.enizagam deriW htiw tahc a rof nwod tas,redliub dna rengised s'pihs eht,natuR truB -- ezirP X noillim 01$ eht mih now taht pirt a -- enOpihSecapS fo thgilf dnoces cirotsih eht erofeb skeew tsuJ ezirP X eht retfA"
Co-stars nearly steal show IT was a match that didn #39;t run to the script but this is the land where life often imitates the silver screen. And for 64 minutes yesterday the USA Tomahawks were pure Hollywood,doowylloH erutpac erew skwahamoT ASU eht yadretsey setunim 46 rof dnA.neercs revlis eht setacimi netfo efil erehw dnal eht si siht tub tceps eht ot nur t;93# ndid taht hctam a saw TI wohs ettols ylraen srats-oC
"Murdoch novel reveals Alzheimer's The last novel by the author Iris Murdoch reveals the first signs of Alzheimer's disease, experts say.",".yas strepxe,esaesid s'dlohelA fo sngis tsrif eht slaever hcodruM sirI rohtua eht yb levon tsal ehT s'dlohelA slaever levon hcodruM"
"Local group joins suit to de-list endangered species Bob Briggs wifes family has owned about 1,000 acres of redwood forest off Waddell Creek since 1913. He doesnt clearcut, and logs about once a decade.",".edaced a ecno tuoba sgol dna,tucrelc tnseod eH.1391 ecnis kcreR lleddaW ffo tserof doowder fo sruah 000,1 tuoba denwo sah ylimaf seidoof sgnirB boB seiceps deregnadne tsil-ed ot tius snioj puorg lacoL"
"Cingular to upgrade wireless data network DECEMBER 01, 2004 (REUTERS) - Cingular Wireless LLC, the largest US wireless telephone company, said yesterday that it would upgrade its network next year to handle high-speed data transmissions.",".snoissimsnart atad deeps-hgih eldnah ot raey txen krowten sti edargpu dluow ti taht yadretsey dias,ynapmoc enohpelet sseleriw SU tsegral eht,CLL sseleriW ralugniC - )SRETUTER( 4002,01 REBMECED krowten atad sseleriw edargpu ot ralugniC"
"Consumer Spending Up, Manufacturing Gains Consumers spent briskly in October and the nation #39;s manufacturers saw robust activity in November, encouraging signs that the last quarter of this year is shaping up nicely.",".yltnelihw pu gnihsilf si raey siht fo retrauq tsal eht taht sngis gnigaruocne,rebmevoN ni ytivitca tsubor was srerutcafunam s;93# noitan eht dna rebotcO ni ylksirb tneps sremusnoC sniaG gnirutcafunaM,pU gnidnepS remusnoC"
"NASA Cassini Image: Gazing Down at Saturn #39;s Rings Cassini pierced the ring plane and rounded Saturn on Oct. 27, 2004, capturing this view of the dark portion of the rings. A portion of the planet #39;s atmosphere is visible here, as is its shadow on the surface of the rings.",".sgnir eht fo ecafrus eht no wodahs sti si sa,ereh elbisiv si erutaehta s;93# tenalp eht fo noitrop A.sgnir eht fo noitrop krad eht fo weiv siht gnirutpac,4002,72.tcO no nrutaS dednuor dna enalp gnir eht decirp inissaC sgniR s;93# nrutaS ta nwoD gnizuG :egamI inissaC ASAN"
"UN panel proposes sweeping changes UNITED NATIONS, New York The United Nations has proposed the most sweeping changes in its history, recommending the overhaul of its top decision-making group, the Security Council, and holding out the possibility that it could grant legitimacy to pre","erp ot ytilibigile tnarg dluoc ti taht ytilibissop eht tuo gnidloh dna,licnuoC ytiruceS eht,puorg gnikam-noisiced pot sti fo luahrevo eht gnisivorp,yrotsih sti ni segnahc gnipeews tsom eht desoporp sah snoitaN detinU ehT kroY weN,SNOITAN DETINU segnahc gnipeews sesoporp lenap"
"Florida Election Supervisors Back Reforms (AP) AP - Florida's 67 county elections supervisors proposed dramatic reforms, including replacing Election Day with 11 days of voting and doing away with voting precincts.",".stcnimerp gnitov htiw yawa gniod dna gnitov fo syad 11 htiw yaD noitcelE gnicalper gnidulcni,smrofer citamard desoporp srotcepsrepus snoitcele ytnuoc 67 s'adirolF - PA )PA( smroF kcaB srotcepsrevoM noitcelE adirolF"
"Fly Higher, Fly Lighter: 'Ballute' Technology Aimed at Moon Missions (SPACE.com) SPACE.com - BOULDER, Colo. -- Moviegoers may recall it as that nifty bit of high-speed technology used in 2010: The Year We Make Contact -- the space age equivalent of playing air bag bumper car with Jupiter.",".niatporuJ htiw rac kcattab gab ria gniyalp fo tnelauqe ega ecaps eht -- tcatnoC ekaM eW raeY ehT :0291 ni desu ygolonhcet deeps-hgih fo tib ytfin taht sa ti llacer yam sreogoeivoM --.oloC,REDLUB - moc.ECAPS )moc.ECAPS( snoissiM nooM ta demiA ygolonhceT 'elttaL' :rethg"
"Why 2004 was the year of the blog A US dictionary publisher declares ""blog"" as one of the words of the year.",".raey eht fo sdrow eht fo eno sa ""golb"" sesircsid rehsilbup yranidrew SU Agolb eht fo raey eht saw 4002 yhW"
iTunes now selling Band Aid song IPod owners can download the Band Aid single after Apple reaches agreement with the charity.,.ytirahc eht htiw tnemeerga sehcaer elppA retfa elgnis diA dnaB eht daolnwod nac srenwo doPI gnos diA dnaB gnilles won senuTi
"Microsoft sues over fake labels Microsoft has sued eight US computer resellers who it says bought or sold counterfeit Certificate of Authenticity labels or genuine labels that had been separated from their related software, all in breach of copyright and trade mark laws.",".swal kram edart dna thgirypoc fo hcaerb ni lla,erawtfos detaler rieht morf detarapes neeb dah taht slebal euqinu ro slebal ytilanoitcA fo erutcerC tneluaf dlos ro thguob syas ti ohw sredloherahs retupmoc SU thgie deus sah tfosorciM slebal ekaf revo seus tfosorciM"
Bush Backs US Tariffs on Shrimp Foreign shrimp producers have denied they are selling shrimp at artificially low prices as a way to win a larger share of the US market.,.tekram SU eht fo erahs regral a niw ot yaw a sa secirp wol yllacitcarahc ta mrahc gnilles era yeht deined evah srecudorp mrahc ngieroF pmurhC no sfelarT SU skcaB hsuB
India #39;s Nehra to miss Bangladesh series Left-arm seamer Ashish Nehra has been left out of India #39;s squad for this month #39;s two-test series against Bangladesh due to an abdominal strain.,.niarts cibba na ot eud hsedalgnaB tsniaga seires tset-owt s;93# htnom siht rof dauqs s;93# aidnI fo tuo tfel neeb sah ahtraN hsihsA reecs mra-tfeL seires hsedalgnaB ssim ot ahtraN s;93# aidnI
"New Game in Town: ESPN Phone ESPN will launch its own branded wireless phone service next year, the first in a series of branded cell-phone services planned by Walt Disney (DIS), which owns the cable sports channel.",".lennahc strops elbac eht snwo hcihw,)SIDS( yensiD tlaW yb dennalp secivres enohp-llec dednarb fo seires a ni tsrif eht,raey txen ecivres enohp sseleriw dednarb nwo sti hcnual lliw PFN enohP PFN :nwoT ni emaG weN"
"Ford Sales Fall, Chrysler Posts Gain DETROIT (Reuters) - Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; on Wednesday reported its sixth straight month of weaker vehicle sales, prompting the second-largest U.S. automaker to further cut production of cars and trucks, while Chrysler posted another sales gain.",".niag selas rehtona detsop relsyrhC elihw,skcurt dna srac fo noitcudorp tuc rehtruf ot rekamotua.S.U tsegral-dnoces eht gnitpmorp,selas elcihev rekaew fo htnom thgiarts htxis sti detroper yadsendeW no ;tg&A/;tl&N.F;tg&""etouqlluf/ofnikciuq/skcots/=tegrat N.F=rekcit?xpsa."
"Stocks Rise as Crude Falls More Than $2 NEW YORK (Reuters) - U.S. stocks rose on Wednesday as crude oil futures fell more than $2 a barrel on a big jump in U.S. petroleum supply, easing worries about the impact of energy costs on corporate profits and economic growth.",".htworg cimonoce dna stiforp etaroproc no stsoc ygrene fo tcapmi eht tuoba seirrow gnisae,ylppus muelortep.S.U ni pmuj gib a no lerrab a 2$ naht erom llef serutuf lio edurc sa yadsendeW no esor skcots.S.U - )sretueR( KROY WEN 2$ nahT eroM sllaF edurC sa esiR skcotS"
Nektar Shares Continues Rise on Upgrades Shares of Nektar Therapeutics remained active Wednesday following upgrades from two investment firms after drug giant Pfizer Inc. cited its inhalable insulin product in a recent pipeline report.,.troper enilepip tnecer a ni tcudorp enitni elbanahni sti detic.cnI rezifP tnaig gurd retfa smrif tnemtsevni owt morf setadpu gniwollof yadsendeW evitca deniamer scitaerhT ratkeN fo serahS setadpU no esiR seunitnoC serahS ratkeN
